cairn_diameter,cairn_height,created_at,gps_accuracy,group_name,id,latitude,longitude,measurement,note,observation_type,photo_url,surface_condition,trail_architecture
6.0,5.0,2026-08-14T12:08:59.378521+00:00,14.8199996948242,Group 1,2,69.6619476,18.9218758,,,Cairn,https://oehndpyzeoywfypqtsjs.supabase.co/storage/v1/object/public/observation-photos/2/1786709339400.jpg,,
